Gender,Race,Residence,Income,School Type,Hooks,Major,Rank%,SAT,ACT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections
F,WHITE,OR,Low,-1,NONE,CS,-1,1560,15,7.5,4.5,"['*STANFORD', '*UCSD', '*VANDERBILT', '*UPENN', '*USC', '*UVA', '*UCI']","['*NORTHEASTERN', '*UCHICAGO']",[]
M,WHITE,CA,Low,-1,OTHER,CS,-1,1590,-1,7.5,6.5,"['*HARVARD', '*BROWN', '*NORTHWESTERN', '*MIT', '*SWARTHMORE', '*UPENN']","['*COLUMBIA', '*POMONA', '*UCHICAGO']",['*STANFORD']
F,WHITE,OR,High,-1,MISSING,DESIGN,-1,-1,-1,7.5,4.7,[],['*UMICH'],"['*HARVARD', '*BROWN', '*DUKE', '*BOSTON COLLEGE', '*TULANE']"
M,ASIAN,AL,High,-1,FIRST-GEN,BIO,12,1460,-1,5,2.5,['*UVA'],[],"['*JOHNS HOPKINS', '*UMICH', '*EMORY']"
M,ASIAN,TX,Low,-1,NONE,CS,-1,1550,15,6.5,9.5,"['*UCLA', '*CORNELL', '*CALTECH', '*GEORGIA TECH', '*NYU', '*UT-AUSTIN', '*RUTGERS', '*VIRGINIA TECH', '*UVA']","['*BERKELEY', '*UIUC', '*HARVEY MUDD']","['*STANFORD', '*NORTHWESTERN']"
M,ASIAN,CA,Low,PUBLIC,NONE,CS,-1,-1,35,8.2,6.8,"['*PURDUE', '*UPENN', '*ARIZONA STATE']",['*NORTHEASTERN'],"['*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*DARTMOUTH', '*RICE', '*NYU', '*UPENN', '*EMORY', '*USC', '*UIUC', '*WASHU']"
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,CS,-1,-1,-1,2,6.8,"['*BERKELEY', '*UCSD', '*UCD', '*UCSC', '*UCR', '*San Jose State University']",['*UCI'],"['*UCLA', '*USC']"
F,ASIAN,CO,Low,PUBLIC,OTHER,DESIGN,9,1450,-1,6.5,8.5,"['*UCSD', '*POMONA', '*UMICH', '*UCD', '*FORDHAM', '*TULANE']","['*VIRGINIA TECH', '*UVA']","['*UCLA', '*UMICH']"
M,HISPANIC,CA,Low,PUBLIC,NONE,MUSIC,-1,1300,-1,7.5,6.5,['*UMICH'],[],[]
M,ASIAN,IN,High,-1,FIRST-GEN,CS,-1,-1,-1,7.5,2.5,[],['*CALTECH'],"['*YALE', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*DARTMOUTH', '*UPENN', '*TUFTS']"
M,ASIAN,KS,High,PUBLIC,OTHER,CS,1,-1,36,7.5,7.2,"['*GEORGIA TECH', '*PURDUE', '*RICE', '*UT-AUSTIN', '*VIRGINIA TECH', '*UVA']",['*COLUMBIA'],"['*HARVARD', '*STANFORD', '*PRINCETON', '*MIT']"
M,ASIAN,NY,Low,PUBLIC,NONE,CS,-1,1590,-1,8.5,6.3,"['*YALE', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*CALTECH', '*NYU', '*UPENN', '*UMICH', '*USC', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCI']","['*UCLA', '*BROWN', '*COLUMBIA']","['*HARVARD', '*STANFORD', '*BERKELEY', '*PRINCETON', '*MIT', '*UCSB', '*UCHICAGO']"
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,PREMED,4,1460,-1,5.5,2.5,"['*UCLA', '*BERKELEY', '*UCI']",[],"['*YALE', '*BROWN', '*COLUMBIA', '*PRINCETON', '*UPENN']"
M,HISPANIC,TX,Low,-1,FIRST-GEN,-1,-1,1320,13,2,6.5,"['*JOHNS HOPKINS', '*USC']","['*RICE', '*UCHICAGO']","['*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*DUKE', '*PRINCETON', '*CALTECH', '*JOHNS HOPKINS', '*UPENN']"
M,ASIAN,CA,High,PUBLIC,NONE,CS,-1,1580,-1,8.5,2.5,"['*HARVARD', '*STANFORD', '*BERKELEY', '*PURDUE', '*UCSB', '*UIUC', '*UCI']","['*UCLA', '*UCD']",['*UCSD']
M,WHITE,NC,Low,PUBLIC,NONE,CS,-1,-1,36,3.5,2.5,"['*BROWN', '*NORTHWESTERN', '*CORNELL', '*MIT', '*GEORGIA TECH', '*PURDUE', '*VANDERBILT', '*UPENN', '*UMICH', '*EMORY', '*UIUC', '*UT-DALLAS', '*HARVEY MUDD', '*UCHICAGO']",[],"['*BROWN', '*NORTHWESTERN', '*CORNELL', '*MIT', '*GEORGIA TECH', '*CMU', '*VANDERBILT', '*UPENN', '*UMICH', '*UIUC', '*WASHU', '*HARVEY MUDD', '*UCHICAGO']"
M,WHITE,FL,Low,PUBLIC,OTHER,CS,1,-1,-1,4,6.5,"['*BROWN', '*CORNELL', '*VANDERBILT', '*UPENN', '*EMORY', '*NORTHEASTERN', '*UVA', '*CLAREMONT MCKENNA']",[],"['*BROWN', '*CORNELL', '*VANDERBILT', '*UPENN', '*NORTHEASTERN', '*UVA']"
M,ASIAN,NE,Middle,PUBLIC,NONE,BUSINESS,-1,1280,-1,1,3.5,"['*UPENN', '*RUTGERS']",[],[]
F,ASIAN,GA,Low,-1,LEGACY,CS,-1,-1,35,6.5,1.0,"['*UCLA', '*TULANE']",[],"['*UCLA', '*BERKELEY']"
F,ASIAN,GA,Low,-1,LEGACY,CS,-1,-1,35,6.5,1.0,"['*UCLA', '*TULANE']",[],"['*UCLA', '*BERKELEY']"
M,WHITE,NC,Low,PRIVATE,NONE,ENG,9,1440,32,4.5,2.5,"['*UNC CHAPEL HILL', '*TAMU']","['*BERKELEY', '*GEORGIA TECH']","['*STANFORD', '*DUKE', '*PURDUE', '*UPENN', '*HARVEY MUDD', '*UVA']"
F,WHITE,IN,High,PRIVATE,LEGACY,ENG,-1,1580,-1,6.5,7.3,"['*COLUMBIA', '*BOSTON UNIVERSITY', '*UNC CHAPEL HILL']",[],"['*HARVARD', '*YALE', '*STANFORD', '*CORNELL', '*BERKELEY', '*MIT', '*CALTECH', '*DARTMOUTH']"
M,ASIAN,CA,OTHER,PRIVATE,NONE,CS,-1,-1,35,7.5,4.7,"['*UCSD', '*PURDUE', '*UCSC']","['*CMU', '*UMICH', '*UCD', '*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*UCLA', '*HARVARD', '*YALE', '*COLUMBIA', '*BERKELEY', '*UCSD', '*MIT', '*CALTECH', '*NYU', '*UPENN', '*USC', '*UCSB']"
M,BLACK,GA,High,PRIVATE,URM,SOCIAL SCIENCES,-1,1380,34,3,2.5,['*FORDHAM'],['*UNC CHAPEL HILL'],"['*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*GEORGIA TECH', '*DARTMOUTH', '*CMU', '*RICE', '*UPENN', '*EMORY', '*USC', '*WASHU']"
M,ASIAN,WI,Low,PRIVATE,NONE,-1,-1,1500,-1,8.5,6.5,"['*NYU', '*CASE WESTERN']",[],"['*UCLA', '*COLUMBIA', '*BERKELEY', '*UPENN', '*NORTHEASTERN', '*UCI']"
NB,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,5,1400,-1,7.5,7.7,"['*CORNELL', '*WILLIAMS', '*UIUC', '*BOSTON UNIVERSITY']",[],"['*BROWN', '*COLUMBIA', '*JOHNS HOPKINS', '*NYU', '*UPENN', '*NORTHEASTERN']"
M,BLACK,NY,High,PUBLIC,NONE,CS,1,1530,-1,7,8.2,"['*CORNELL', '*UPENN']","['*JOHNS HOPKINS', '*CMU']","['*HARVARD', '*YALE', '*COLUMBIA', '*PRINCETON', '*MIT', '*JOHNS HOPKINS', '*CMU', '*NORTHEASTERN']"
OTHER,OTHER,NY,Low,PRIVATE,MISSING,-1,-1,1560,34,2,0.0,"['*CALTECH', '*DARTMOUTH', '*CMU', '*RICE', '*COLGATE', '*HARVEY MUDD']","['*YALE', '*VANDERBILT']","['*STANFORD', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON']"
M,ASIAN,-1,High,PUBLIC,NONE,PSYCH,-1,1580,-1,4.5,7.8,"['*UCLA', '*BROWN', '*STANFORD', '*BERKELEY', '*GEORGIA TECH', '*DARTMOUTH', '*VANDERBILT', '*UMICH', '*EMORY', '*UNC CHAPEL HILL', '*UVA']","['*HARVARD', '*YALE', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON']","['*NORTHWESTERN', '*UPENN']"
M,ASIAN,IA,High,PRIVATE,NONE,CS,10,1530,-1,6.5,4.2,[],[],"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*BERKELEY', '*MIT', '*CALTECH']"
F,ASIAN,CA,High,PRIVATE,NONE,UNDECIDED,-1,1570,-1,4,7.5,"['*UCLA', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*UPENN', '*EMORY', '*USC', '*UCSC', '*UCR', '*UNC CHAPEL HILL', '*UCI']","['*CORNELL', '*BERKELEY', '*SWARTHMORE', '*VANDERBILT', '*UMICH', '*UCHICAGO']","['*HARVARD', '*YALE', '*PRINCETON']"
M,BLACK,INTERNATIONAL,Low,PRIVATE,URM,-1,-1,-1,33,5.5,4.7,[],[],"['*YALE', '*BROWN', '*STANFORD', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*UPENN']"
F,ASIAN,NY,High,-1,FIRST-GEN,CS,-1,1410,-1,7.5,4.5,"['*CORNELL', '*WILLIAMS']","['*UPENN', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE']",[]
F,ASIAN,CA,High,PUBLIC,NONE,CS,-1,1600,-1,6,6.5,"['*UCLA', '*BERKELEY', '*MIT', '*UMICH', '*UCSB', '*UT-AUSTIN', '*San Jose State University', '*NORTHEASTERN']","['*HARVARD', '*PRINCETON']",['*STANFORD']
F,ASIAN,CA,High,PUBLIC,NONE,BUSINESS,1,1500,-1,6.5,4.2,"['*UCLA', '*PURDUE', '*UIUC', '*San Jose State University', '*UCI']",['*UCSD'],"['*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*DARTMOUTH', '*WILLIAMS', '*NYU', '*UPENN', '*USC', '*UT-AUSTIN', '*UCHICAGO', '*UVA']"
M,ASIAN,IA,Low,-1,NONE,ENG,-1,1560,36,7.5,0.0,"['*YALE', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*GEORGIA TECH', '*PURDUE', '*RICE', '*VANDERBILT', '*UPENN', '*UCD', '*UIUC', '*UCI']","['*UCLA', '*BROWN', '*NORTHWESTERN', '*PRINCETON', '*JOHNS HOPKINS', '*UMICH']","['*HARVARD', '*STANFORD', '*CALTECH']"
M,ASIAN,CA,Low,-1,NONE,CS,9,1560,-1,7.5,4.5,"['*BERKELEY', '*PURDUE', '*CASE WESTERN', '*UCSB', '*UCD', '*UCSC', '*San Jose State University']","['*UCLA', '*GEORGIA TECH', '*CMU', '*UCI']","['*STANFORD', '*UCSD', '*UIUC']"
F,ASIAN,CA,Low,PUBLIC,NONE,CS,-1,-1,-1,2.5,2.5,"['*UCSD', '*POMONA']",['*UCSB'],"['*UCLA', '*UCI']"
OTHER,ASIAN,IN,Low,PRIVATE,FIRST-GEN,CS,-1,1470,-1,7.5,7.5,[],[],[]
M,HISPANIC,CO,Low,PRIVATE,NONE,CS,5,1560,34,6.5,4.5,['*UIUC'],"['*GEORGIA TECH', '*CMU']","['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*NYU', '*UMICH']"
M,ASIAN,MI,Middle,PUBLIC,NONE,LAW,10,1550,-1,5.5,7.3,"['*NORTHWESTERN', '*POMONA', '*UMICH', '*UVA', '*CLAREMONT MCKENNA']","['*UCLA', '*BERKELEY', '*DARTMOUTH', '*WILLIAMS', '*UPENN', '*USC']","['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*POMONA', '*TUFTS']"
M,ASIAN,OTHER,MISSING,CHARTER,MISSING,BUSINESS,-1,-1,-1,7.5,2.5,"['*HARVARD', '*YALE', '*BROWN', '*DUKE', '*MIT', '*GEORGIA TECH', '*VANDERBILT', '*UPENN', '*EMORY', '*CASE WESTERN', '*UNC CHAPEL HILL']",[],"['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*UPENN', '*CASE WESTERN']"
M,ASIAN,UT,Middle,PUBLIC,NONE,CS,-1,1550,-1,8.5,6.5,"['*UCLA', '*YALE', '*STANFORD', '*CORNELL', '*DUKE', '*GEORGIA TECH', '*RICE', '*UT-AUSTIN', '*TAMU']","['*HARVARD', '*COLUMBIA', '*PRINCETON', '*CMU', '*UPENN']","['*HARVARD', '*STANFORD', '*BERKELEY', '*MIT', '*CALTECH']"
F,WHITE,CA,Middle,PUBLIC,NONE,CS,10,-1,-1,6.5,6.5,['*UPENN'],"['*COLUMBIA', '*PRINCETON', '*DARTMOUTH']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD']"
M,ASIAN,OTHER,Low,-1,OTHER,-1,1,1510,-1,5.5,7.5,"['*GEORGIA TECH', '*PURDUE', '*RUTGERS']",['*CMU'],"['*UPENN', '*UIUC']"
F,WHITE,GA,Low,PUBLIC,URM,ENG,1,-1,-1,6.5,4.5,"['*YALE', '*PRINCETON', '*MIT', '*GEORGIA TECH']",[],[]
F,ASIAN,MI,High,PUBLIC,FIRST-GEN,ENG,-1,1500,-1,6.5,3.7,"['*HARVARD', '*BROWN', '*CORNELL', '*DUKE', '*SWARTHMORE']","['*COLUMBIA', '*CORNELL', '*NORTHEASTERN']","['*DUKE', '*JOHNS HOPKINS']"
M,ASIAN,OTHER,High,PUBLIC,OTHER,ENG,-1,1550,-1,7.5,3.7,"['*MIT', '*PURDUE', '*UIUC', '*RUTGERS']",[],"['*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*MIT', '*PURDUE']"
F,BLACK,OR,High,PUBLIC,FIRST-GEN,MATH,3,1140,-1,5.5,4.2,['*CMU'],['*CMU'],"['*BROWN', '*CORNELL', '*UPENN', '*UMICH', '*BOSTON UNIVERSITY', '*NORTHEASTERN']"
M,HISPANIC,CA,Low,PUBLIC,FIRST-GEN,CS,1,-1,-1,3,3.7,"['*UCLA', '*UCSD', '*NYU', '*UCSB', '*UCI']",['*BERKELEY'],"['*UCLA', '*STANFORD', '*BERKELEY', '*CALTECH', '*NYU', '*UPENN', '*USC', '*NORTHEASTERN']"
F,BLACK,LA,High,SMALL,OTHER,-1,-1,-1,-1,6,7.5,['*MIT'],[],['*USC']
M,WHITE,OR,High,PRIVATE,NONE,POLISCI,-1,1490,-1,6.5,6.5,"['*MIT', '*NORTHEASTERN', '*TUFTS', '*UVA']",['*BROWN'],['*HARVARD']
M,ASIAN,AZ,Low,PUBLIC,NONE,-1,1,-1,-1,1,7.5,"['*HARVARD', '*CORNELL', '*PRINCETON', '*SWARTHMORE', '*UPENN', '*UMICH']","['*BROWN', '*COLUMBIA', '*DARTMOUTH']","['*YALE', '*STANFORD', '*NORTHWESTERN', '*JOHNS HOPKINS', '*NYU', '*TULANE', '*UCHICAGO']"
F,ASIAN,-1,Low,-1,NONE,BIO,3,-1,35,6.5,7.5,"['*UCLA', '*CORNELL', '*BERKELEY', '*UCSD', '*UMICH']",[],"['*BROWN', '*CORNELL', '*UPENN']"
F,ASIAN,CA,High,PUBLIC,OTHER,CS,-1,-1,-1,7.5,6.8,"['*UCLA', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*UCSD', '*GEORGIA TECH', '*CMU', '*PURDUE', '*VANDERBILT', '*NYU', '*UMICH', '*UCSB', '*UCD', '*UIUC', '*NORTHEASTERN', '*UCI', '*UCM']",[],"['*STANFORD', '*BERKELEY', '*MIT', '*UPENN', '*UCHICAGO']"
M,ASIAN,OTHER,Low,PRIVATE,OTHER,POLISCI,-1,-1,-1,5.5,6.5,"['*BERKELEY', '*RICE', '*UCSB', '*TUFTS', '*UCHICAGO', '*UVA']",[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*UCSD', '*DARTMOUTH', '*RICE', '*TUFTS']"
M,WHITE,TX,Low,PUBLIC,OTHER,BUSINESS,13,-1,34,6.5,4.5,['*TAMU'],[],"['*VANDERBILT', '*UT-AUSTIN', '*UNC CHAPEL HILL', '*UVA']"
F,ASIAN,LA,Low,PUBLIC,OTHER,CS,-1,1570,-1,6.5,6.5,"['*BOSTON UNIVERSITY', '*NORTHEASTERN', '*TUFTS']","['*HARVARD', '*WILLIAMS', '*NYU']",[]
NB,HISPANIC,NY,Low,PUBLIC,URM,SOCIAL SCIENCES,-1,-1,-1,6.5,7.8,"['*COLUMBIA', '*CORNELL', '*JOHNS HOPKINS', '*NYU', '*FORDHAM']",['*VANDERBILT'],"['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*PRINCETON', '*DARTMOUTH', '*UPENN', '*NORTHEASTERN']"
F,ASIAN,IN,Low,PRIVATE,NONE,CS,15,1430,-1,6,7.5,"['*UCSD', '*UPENN', '*UCD', '*UCR', '*UIUC', '*NORTHEASTERN', '*ARIZONA STATE']",['*UCI'],"['*UCLA', '*BERKELEY', '*PURDUE', '*UMICH', '*UCSB']"
M,ASIAN,CA,Low,PUBLIC,NONE,CS,5,1530,-1,6.5,6.2,"['*BERKELEY', '*PURDUE', '*UCSB', '*UIUC', '*San Jose State University']","['*UCLA', '*UCSD', '*CMU', '*UCD', '*NORTHEASTERN', '*UCI']","['*HARVARD', '*COLUMBIA', '*CORNELL', '*MIT', '*CALTECH', '*GEORGIA TECH', '*JOHNS HOPKINS', '*RICE', '*UMICH', '*USC', '*HARVEY MUDD']"
F,ASIAN,CO,High,PUBLIC,NONE,BIO,3,-1,35,7.5,8.2,"['*JOHNS HOPKINS', '*UPENN', '*BOSTON COLLEGE', '*RUTGERS']",['*BROWN'],"['*YALE', '*PRINCETON', '*WILLIAMS', '*UPENN']"
F,ASIAN,LA,Low,PUBLIC,FIRST-GEN,CS,10,1560,-1,6,4.5,"['*UCLA', '*POMONA', '*UCD']",['*BERKELEY'],"['*YALE', '*NORTHWESTERN', '*COLUMBIA', '*NYU', '*HARVEY MUDD', '*UCI']"
M,WHITE,MI,Low,-1,FIRST-GEN,CS,7,1550,-1,6.5,5.5,"['*RICE', '*UPENN', '*BOSTON COLLEGE', '*WASHU', '*UVA']",['*VANDERBILT'],"['*HARVARD', '*DUKE', '*PRINCETON', '*NYU', '*EMORY', '*NORTHEASTERN']"
M,WHITE,CO,Low,-1,NONE,-1,-1,1530,-1,5,3.5,"['*WASHU', '*UNC CHAPEL HILL']",[],['*VANDERBILT']
M,WHITE,MI,Low,-1,LEGACY,ENG,-1,1580,15,3.5,1.5,[],['*PURDUE'],"['*DUKE', '*GEORGIA TECH', '*CMU', '*PURDUE', '*UMICH', '*UIUC', '*VIRGINIA TECH', '*UVA']"
M,ASIAN,CO,Low,-1,NONE,CS,-1,1470,14,6.5,2.3,['*UPENN'],"['*NORTHEASTERN', '*UVA']","['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*JOHNS HOPKINS', '*CMU', '*VANDERBILT', '*NYU', '*UPENN', '*BOSTON UNIVERSITY', '*WASHU']"
M,WHITE,CA,Low,PRIVATE,OTHER,ENG,-1,1330,-1,8.5,6.5,"['*PURDUE', '*POMONA', '*UPENN', '*UCR', '*RUTGERS', '*ARIZONA STATE']","['*FORDHAM', '*VIRGINIA TECH', '*UVA']","['*UCLA', '*BERKELEY', '*UCSD', '*USC', '*UCSB', '*UCD', '*UCSC', '*NORTHEASTERN', '*TULANE', '*UCI']"
OTHER,ASIAN,CA,Low,PUBLIC,LEGACY,CS,-1,1530,-1,6,4.3,"['*PURDUE', '*POMONA', '*UCSC']","['*CMU', '*UMICH', '*UCSB', '*UCD', '*NORTHEASTERN']","['*UCLA', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*UCSD', '*GEORGIA TECH', '*PURDUE', '*VANDERBILT', '*EMORY', '*UIUC', '*WASHU', '*UW MADISON', '*UCI']"
F,ASIAN,CA,Low,PUBLIC,NONE,NEUROSCIENCE,-1,-1,-1,6.5,7.5,"['*UCLA', '*BERKELEY', '*UCSD', '*POMONA', '*EMORY', '*UCSC', '*BOSTON UNIVERSITY']","['*UCSD', '*DARTMOUTH', '*BOSTON COLLEGE']","['*BROWN', '*MIT', '*JOHNS HOPKINS', '*UPENN', '*TUFTS']"
M,ASIAN,MA,Low,PUBLIC,NONE,BUSINESS,-1,1540,-1,6.5,7.2,"['*PURDUE', '*FORDHAM', '*RUTGERS', '*NORTHEASTERN', '*ARIZONA STATE']",[],['*TULANE']
M,ASIAN,MA,Low,PUBLIC,NONE,BUSINESS,-1,1540,-1,6.5,7.2,"['*PURDUE', '*FORDHAM', '*RUTGERS', '*NORTHEASTERN', '*ARIZONA STATE']",[],['*TULANE']
F,ASIAN,OR,High,PUBLIC,OTHER,POLISCI,-1,1510,-1,"{'extracurriculars/activities': 5, 'awards/honors': 3.5}",4.7,"['*FORDHAM', '*RUTGERS']",[],"['*COLUMBIA', '*PRINCETON']"
F,WHITE,FL,High,PRIVATE,NONE,BUSINESS,-1,-1,33,3.5,4.5,"['*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*JOHNS HOPKINS', '*TULANE']",['*VANDERBILT'],"['*UCLA', '*STANFORD']"
F,ASIAN,CA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,-1,1450,-1,8.5,7.5,"['*UCLA', '*BERKELEY', '*PURDUE', '*POMONA', '*EMORY', '*UCD', '*UCSC', '*UCR', '*UIUC']","['*CORNELL', '*UCSD', '*EMORY', '*UCSB', '*NORTHEASTERN', '*UCI']","['*HARVARD', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CALTECH', '*DARTMOUTH', '*NYU', '*USC', '*WASHU']"
F,OTHER,FL,Low,-1,MISSING,BIO,nan,1440,14,6.5,7.5,"['*CASE WESTERN', '*UIUC']","['*NYU', '*BOSTON UNIVERSITY']",['*EMORY']
M,ASIAN,FL,Low,SMALL,OTHER,PREMED,-1,1490,-1,7,6.5,[],['*NYU'],"['*HARVARD', '*COLUMBIA', '*CORNELL', '*GEORGIA TECH', '*VANDERBILT', '*UPENN', '*EMORY', '*UT-AUSTIN']"
M,HISPANIC,-1,MISSING,PRIVATE,MISSING,BUSINESS,30,1350,-1,6,4.5,['*UPENN'],[],"['*GEORGIA TECH', '*RICE', '*NYU', '*UPENN', '*UMICH', '*BOSTON COLLEGE']"
M,WHITE,OTHER,Low,-1,FIRST-GEN,CS,-1,1460,14,3.5,7.5,"['*PURDUE', '*UT-AUSTIN', '*NORTHEASTERN']",['*GEORGIA TECH'],['*USC']
M,WHITE,IL,Middle,PUBLIC,MISSING,MEDIA STUDIES,6,1290,28,3,4.0,[],[],['*NORTHEASTERN']
M,ASIAN,AZ,Low,PUBLIC,NONE,POLISCI,-1,1520,-1,6.5,4.5,['*BROWN'],[],"['*HARVARD', '*YALE', '*STANFORD', '*DARTMOUTH', '*WILLIAMS', '*NYU', '*UPENN', '*COLGATE']"
F,BLACK,CA,Low,CHARTER,MISSING,SOCIAL SCIENCES,18,-1,-1,1,5.6,[],[],[]
F,ASIAN,-1,Low,-1,NONE,ENG,10,-1,-1,4.5,1.5,"['*POMONA', '*UCD', '*UCR', '*San Jose State University', '*UCI', '*UCM']",[],"['*UCLA', '*UCR']"
M,WHITE,-1,Low,PUBLIC,NONE,CS,-1,1590,-1,8.5,1.5,"['*UCLA', '*HARVARD', '*YALE', '*BERKELEY', '*UCSD', '*GEORGIA TECH', '*UMICH', '*UCSB', '*UCD', '*UVA', '*UCI']",[],['*PRINCETON']
M,HISPANIC,NY,Low,PUBLIC,URM,ENG,1,1380,-1,6.5,8.3,"['*COLUMBIA', '*PRINCETON', '*JOHNS HOPKINS', '*CMU', '*PURDUE', '*NYU', '*UPENN', '*UCD']",[],"['*COLUMBIA', '*CORNELL', '*PRINCETON', '*UCD']"
M,HISPANIC,NY,Low,PUBLIC,URM,ENG,1,1380,-1,6.5,8.3,"['*COLUMBIA', '*PRINCETON', '*JOHNS HOPKINS', '*CMU', '*PURDUE', '*NYU', '*UPENN', '*UCD']",[],"['*COLUMBIA', '*CORNELL', '*PRINCETON', '*UCD']"
M,WHITE,CO,Low,PUBLIC,NONE,CS,-1,1530,-1,7.5,3.7,"['*GEORGIA TECH', '*UIUC', '*UT-AUSTIN']","['*COLUMBIA', '*CORNELL', '*CMU', '*UMICH']","['*PRINCETON', '*MIT', '*GEORGIA TECH', '*JOHNS HOPKINS', '*UPENN', '*NORTHEASTERN']"
F,WHITE,UT,High,-1,NONE,CS,-1,1600,-1,8.5,4.5,"['*DUKE', '*NORTHEASTERN']",['*CMU'],"['*HARVEY MUDD', '*ARIZONA STATE']"
M,HISPANIC,FL,Low,-1,FIRST-GEN,CS,-1,1490,-1,6.5,4.7,[],[],"['*HARVARD', '*STANFORD', '*BERKELEY', '*DUKE', '*PRINCETON', '*CALTECH', '*JOHNS HOPKINS', '*CMU', '*UPENN', '*UMICH', '*UIUC']"
M,ASIAN,CA,Low,PUBLIC,NONE,CS,-1,1550,-1,3,3.5,"['*UIUC', '*UW MADISON', '*UCI', '*UCM']",['*POMONA'],"['*UCLA', '*GEORGIA TECH', '*PURDUE', '*RICE', '*UMICH', '*USC', '*UIUC', '*HARVEY MUDD', '*UCHICAGO', '*UCI']"
F,ASIAN,OTHER,Low,PRIVATE,NONE,CS,5,1540,-1,5.5,5.2,"['*DUKE', '*RUTGERS']",[],"['*CORNELL', '*DUKE', '*PRINCETON', '*MIT', '*CMU', '*UPENN', '*RUTGERS', '*NORTHEASTERN', '*UVA']"
M,ASIAN,CA,Low,-1,NONE,LAW,-1,1560,15,5.5,7.5,"['*CORNELL', '*BERKELEY', '*VANDERBILT', '*EMORY', '*USC', '*UCSB']","['*UCSD', '*CMU', '*POMONA', '*UMICH', '*UCI']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*WILLIAMS', '*UPENN']"
M,WHITE,PA,Middle,PUBLIC,OTHER,ENG,15,1470,35,3.5,4.2,"['*UPENN', '*UVA']",['*CMU'],[]
M,ASIAN,OR,High,PRIVATE,NONE,CS,-1,1580,-1,6.5,4.5,"['*UCSD', '*UCD', '*UIUC', '*UCI']","['*UCLA', '*NORTHWESTERN', '*UMICH']","['*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*UPENN', '*USC']"
M,ASIAN,CA,High,PUBLIC,NONE,CS,5,1560,-1,8.5,6.2,[],[],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*CALTECH', '*JOHNS HOPKINS', '*SWARTHMORE', '*RICE', '*VANDERBILT', '*UPENN', '*EMORY', '*UCHICAGO', '*UNC CHAPEL HILL']"
M,HISPANIC,CA,Low,SMALL,FIRST-GEN,BIO,-1,1320,-1,6.5,2.5,"['*RICE', '*UCM']",[],"['*UCLA', '*USC', '*UCI']"
F,ASIAN,-1,High,PUBLIC,NONE,BUSINESS,-1,1500,-1,1,4.5,"['*CORNELL', '*UIUC']",['*UCSB'],"['*UCLA', '*HARVARD', '*COLUMBIA', '*BERKELEY', '*UCSD', '*NYU']"
